,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,day
0,0.09836065573770492,0.12121212121212122,0.1875,0.12075471698113208,0.0038877201229193157,0.2,0.0,0.0,0.5,0.5833333333333334,0.17543859649122806,0.0,0.16521739130434782,0.0,0.5808080808080808,0.6976033456651065,0.10797342192691763,0.22388573395284805,0.006431573639163333,0.0,0.45454545454545453,0.5
1,0.08721311475409836,0.15151515151515152,0.4375,0.18339622641509434,0.006623298819569928,0.4,0.0,0.0,0.5,0.6666666666666666,0.16885964912280702,0.18464730290456433,0.7652173913043478,0.0,0.25757575757575757,0.789287437670901,0.332225913621265,0.43383238685252107,0.012243997753141982,0.0,0.5454545454545454,0.7
2,0.027409836065573772,0.09090909090909091,0.21875,0.09358490566037736,0.005500233517623463,0.0,0.0,0.0,0.5,0.5,0.09978070175438597,0.06846473029045644,0.7652173913043478,0.0,0.20707070707070707,0.32732829338909314,0.36794019933555583,0.2204439855446567,0.010371616072156765,1.0,0.18181818181818182,0.7666666666666667
3,0.049836065573770495,0.06060606060606061,0.125,0.0860377358490566,0.0027137716034089333,0.2,0.0,0.0,0.25,0.5,0.125,0.0,0.21739130434782608,0.0,0.5757575757575758,0.8312691008524994,0.18272425249169225,0.18086387885045604,0.0035598225947074775,1.0,0.0,0.8666666666666667
4,0.029114754098360656,0.09090909090909091,0.3125,0.10566037735849057,0.0027065025723283734,0.4,0.0,0.0,0.5,0.5,0.15350877192982457,0.0,0.8869565217391304,0.0,0.18686868686868688,0.32202026700980574,0.41860465116279205,0.2462570986060919,0.0046889951053875195,0.0,0.8181818181818182,0.43333333333333335
5,0.049836065573770495,0.06060606060606061,0.125,0.040754716981132075,0.0021080190133622966,0.0,0.0,0.0,0.75,0.4166666666666667,0.05921052631578947,0.0,0.40869565217391307,0.0,0.5858585858585859,0.8605436705806645,0.11461794019933916,0.17570125623816898,0.003846997699153063,1.0,0.2727272727272727,0.7
6,0.024262295081967214,0.15151515151515152,0.3125,0.1728301886792453,0.006499725291200414,0.0,0.0,0.0,0.5,0.5,0.12280701754385964,0.24273858921161826,0.5565217391304348,0.0,0.9949494949494949,0.3878076242560673,0.17109634551495162,0.3168129409740148,0.012783886949499683,0.0,1.0,0.9666666666666667
7,0.128,0.12121212121212122,0.375,0.19849056603773585,0.020266058652600283,0.0,0.0,0.75,1.0,0.5833333333333334,0.12828947368421054,0.3029045643153527,0.5565217391304348,0.0,0.03535353535353535,0.7407109538362527,0.3446843853820628,0.44243675787299946,0.016723929382493116,0.0,0.36363636363636365,0.23333333333333334
8,0.04786885245901639,0.09090909090909091,0.3125,0.14641509433962263,0.003198373675446243,0.4,0.0,0.0,0.5,0.5,0.21271929824561403,0.0,0.9043478260869565,0.0,0.32323232323232326,0.6030239665433464,0.5581395348837267,0.31509206676991913,0.006245484171482593,0.0,0.7272727272727273,0.4666666666666667
9,0.030098360655737705,0.09090909090909091,0.28125,0.11320754716981132,0.0038828741021989426,0.0,0.0,0.0,0.5,0.5,0.1206140350877193,0.08298755186721991,0.6434782608695652,0.0,0.010101010101010102,0.31799903490429227,0.16777408637874675,0.24281535019790054,0.007775553127968672,0.0,0.9090909090909091,0.7666666666666667
10,0.04918032786885246,0.12121212121212122,0.3125,0.13433962264150942,0.0020971154667414568,0.4,0.0,0.0,0.5,0.5,0.19517543859649122,0.0,0.9043478260869565,0.0,0.32323232323232326,0.603345665111787,0.5523255813953505,0.3340216830149716,0.00392396062714448,1.0,0.2727272727272727,0.26666666666666666
11,0.05744262295081967,0.12121212121212122,0.3125,0.1290566037735849,0.0031281063750008328,0.4,0.0,0.0,0.5,0.5833333333333334,0.1875,0.0,0.8347826086956521,0.0,0.13636363636363635,0.9464371883545164,0.24833887043189756,0.31165031836172774,0.007368913180073724,0.0,0.36363636363636365,0.16666666666666666
12,0.08196721311475409,0.06060606060606061,0.25,0.09056603773584905,0.00011691024987900092,0.8,0.0,0.0,0.5,0.6666666666666666,0.13157894736842105,0.0,0.991304347826087,0.0,0.5454545454545454,0.7715940164066211,0.1436877076411966,0.18774737566683875,0.0005272534917620949,0.0,0.7272727272727273,0.6666666666666666
13,0.051147540983606556,0.15151515151515152,0.375,0.129811320754717,0.004085195467274519,0.0,0.0,0.0,0.5,0.5,0.10964912280701754,0.14937759336099585,0.782608695652174,0.0,0.5151515151515151,0.8663342448126071,0.15697674418605145,0.1911891240750301,0.007667575288697132,1.0,0.0,0.7
14,0.03724590163934426,0.09090909090909091,0.28125,0.12528301886792453,0.0008771297503875303,0.4,0.0,0.0,0.75,0.5,0.09539473684210527,0.16390041493775934,0.6869565217391305,0.0,0.2777777777777778,0.5822744088788748,0.26910299003323107,0.26690758905524004,0.0015128384502193443,1.0,0.2727272727272727,0.8333333333333334
15,0.09245901639344262,0.09090909090909091,0.125,0.10339622641509434,0.002350320049380951,0.2,0.0,0.0,0.5,0.5833333333333334,0.12828947368421054,0.04149377593360996,0.09565217391304348,0.0,0.5606060606060606,0.7725591121119544,0.18023255813953268,0.21700223713646533,0.004306477866266,0.0,1.0,0.03333333333333333
16,0.0659016393442623,0.09090909090909091,0.21875,0.13962264150943396,0.007733037564535366,0.0,0.0,0.0,0.75,0.5833333333333334,0.10197368421052631,0.1908713692946058,0.5565217391304348,0.0,0.025252525252525252,0.6696155702107153,0.32475083056478643,0.31853381517811047,0.01451382977867989,0.0,0.8181818181818182,0.23333333333333334
17,0.07554098360655738,0.09090909090909091,0.3125,0.22264150943396227,0.0653279938261696,0.4,0.0,0.0,0.75,0.75,0.32346491228070173,0.0,0.7913043478260869,0.0,0.20707070707070707,0.27521312530158665,0.35299003322259853,0.2909998279125796,0.12373226550142497,0.0,0.36363636363636365,0.2
18,0.04261639344262295,0.09090909090909091,0.21875,0.1630188679245283,0.008771903256465348,0.0,0.0,0.0,0.5,0.5,0.18530701754385964,0.0975103734439834,0.7739130434782608,0.0,0.06565656565656566,0.8682644362232623,0.5033222591362166,0.23937360178970918,0.01685373252970252,0.0,0.8181818181818182,0.7333333333333333
